,0
0,1.5206528851409127
1,2.7442336107584033
2,
3,-1.2621044103539973
4,2.412517058486498
5,
6,4.07346469683605
7,-0.8558537246296508
8,5.402137959324759
9,2.0364968252615134
10,10.340355529456218
11,7.084363682012652
12,9.51149423658324
13,11.020132273949645
14,5.14676157194995
15,10.092816223888548
16,6.025078079134307
17,3.4629862962278324
18,1.7083649896677937
19,0.830639932127945
20,4.61006163505178
21,
22,4.724451888771275
23,3.841934575564201
24,8.437150913062911
25,9.037546950395363
26,2.864865973840788
27,-0.38021322218509557
28,0.7825084484440281
29,-0.742145901708458
30,-1.1259002922719077
31,
32,4.7097433961373785
33,3.747991594082999
34,
35,2.1856151472238317
36,-1.0719392046758833
37,2.8896421761969195
38,4.404566160438485
39,0.35093603947938545
40,-3.430510572919471
41,0.3825468078111163
42,0.790341108731706
43,1.5165268381202721
44,-0.42637063395936803
45,-0.3276242238169811
46,-0.1791653142372569
47,
48,
49,
50,
51,1.4646911652136687
52,-1.1607671761902898
53,4.372488612019053
54,-0.9669262258481854
55,2.717893059883448
56,4.309234665263155
57,
58,5.3486319769274395
59,1.7485775855367178
60,3.882997296383408
61,0.6039166032554784
62,5.459147223889101
63,
64,7.957612288488632
65,
66,
67,5.485056929510425
68,13.614425295697245
69,11.48108407484745
70,12.376829139362673
71,8.554238057665579
72,11.574173056352773
73,12.535893047746203
74,
75,9.977013732938893
76,7.904889340529987
77,7.425111082746401
78,15.405570336279519
79,19.761065471507578
80,
81,9.266427512825203
82,16.43867269177146
83,13.074524990573856
84,12.701041300770449
85,7.793730267788758
86,9.090209468448638
87,13.788857794832209
88,9.851157071244206
89,15.547500127712988
90,16.969925536039344
91,10.368116080356248
92,11.320742575279091
93,8.411727648633342
94,11.92866289416576
95,
96,7.303633705992482
97,10.860921095473177
98,12.140483387611186
99,5.732102941947119
100,
101,6.81656317304418
102,4.635609831677993
103,4.397143513585609
104,-2.7517336157437224
105,1.934542485210244
106,5.196704475189245
107,
108,
109,8.97323415120836
110,-0.1153441969851805
111,
112,
113,7.4666816184919265
114,5.697977157373163
115,7.175961365016321
116,9.917255740129718
117,6.7922143093160665
118,6.238345889616356
119,8.039368579532335
120,7.604464933118431
121,
122,11.52362839964511
123,11.923459775913912
124,13.038355855127543
125,7.955073733205636
126,14.8947645891616
127,16.480540188681537
128,15.37266325844476
129,16.57508484619426
130,15.890095663402922
131,14.941531694162801
132,16.721011399399515
133,16.19557642007993
134,14.67007200158368
135,
136,
137,17.393864308309475
138,17.787208245945653
139,14.971148744619258
140,19.760688147452463
141,19.266580896013913
142,18.050579356269566
143,20.44886005429869
144,
145,
146,
147,17.2886143402895
148,
149,19.164119526458176
150,12.666002481361817
151,13.418281425740933
152,19.681814956419785
153,14.504887689538783
154,10.670724601268338
155,18.334663012216197
156,16.372869785442873
157,
158,16.0209201436488
159,13.639513957259894
160,14.300415928609445
161,15.225238683440374
162,14.28071751975191
163,17.790332847471888
164,12.65564164311849
165,15.176773707004205
166,8.66647236208807
167,
168,11.686032522833669
169,
170,14.039393080555861
171,
172,11.728301165662538
173,9.766688249575305
174,14.529031543547468
175,10.904315676434429
176,20.23839722527131
177,9.41419132688213
178,15.699697584082159
179,9.085466694668838
180,10.242035213040733
181,12.28308860300813
182,
183,
184,
185,19.63877021905386
186,15.238149038198424
187,14.780780049548135
188,21.63407763200657
189,21.942634059008352
190,13.583209573005911
191,
192,22.108188007712926
193,
194,21.946314024394663
195,19.159593648242158
196,26.432161344008108
197,17.891365317264658
198,
199,
200,27.416029587969852
201,29.65248577421707
202,23.630968317635
203,21.93546421166516
204,24.509975069875722
205,
206,23.1123749537012
207,
208,28.574817796505517
209,30.66115479035393
210,22.422788646300532
211,23.467850898864793
212,22.24029209986914
213,24.688068329210846
214,30.170010549960082
215,
216,25.042018259723857
217,20.995172997653217
218,25.772268479878324
219,18.86224849143655
220,20.752957103252843
221,
222,19.42182662091698
223,20.79237593614758
224,18.49060650079456
225,16.70490506286839
226,18.34278939899408
227,18.79537068036944
228,15.487809268404524
229,19.875117395836376
230,
231,18.30612464623337
232,17.44808701167814
233,22.580162930024276
234,17.08320618203819
235,19.509781393672213
236,
237,13.978975396762337
238,17.835643247219537
239,20.5771334457229
240,15.876895319949996
241,22.59883499237351
242,
243,18.27356636280265
244,19.68559419010417
245,20.430594083975393
246,18.552220696752688
247,24.330837429249268
248,
249,23.915459503130283
250,19.515732715561096
251,31.47604825776512
252,
253,29.050916785247825
254,
255,26.13938389470387
256,25.622553439836974
257,29.561394102841447
258,27.983062124412523
259,29.01715960118652
260,27.47450334450057
261,37.5480466311208
262,
263,32.45658361032568
264,28.227345024333893
265,26.597369109346193
266,30.175499976068767
267,
268,35.60821088591722
269,31.399634595304725
270,29.671034286156836
271,
272,39.0405584821187
273,32.93604695647747
274,34.70263274634701
275,29.15286926478656
276,30.163588355878595
277,
278,
279,30.490430047176506
280,
281,29.444411755134663
282,
283,30.29059978114729
284,26.65593559864314
285,29.72384131888496
286,26.92999782850363
287,
288,28.278949664267866
289,
290,
291,
292,20.64172601199739
293,27.60956625294269
294,26.337352991568835
295,20.787495892835995
296,
297,26.719172760254892
298,
299,28.868248529053467
300,28.775362905229144
301,17.540820476783143
302,
303,25.99170851211373
304,29.74987835831805
305,29.945782310489342
306,
307,32.71934604633944
308,25.071973618242517
309,
310,31.21468658777016
311,31.831962830408557
312,27.69971622547149
313,29.582673148534365
314,
315,
316,31.868397179822335
317,26.14357373270972
318,39.2893672021942
319,36.232462763425374
320,33.48216348860093
321,39.334933734934694
322,
323,35.871593482450166
324,34.632597442748995
325,33.819626202890845
326,39.675377511846214
327,39.49707460884726
328,
329,
330,38.15684828741748
331,39.29524173051738
332,38.18918824672069
333,37.265476332026935
334,40.36248480412935
335,34.758408018085944
336,36.99666492177515
337,
338,36.3551942534564
339,42.5622061361033
340,36.5342535220985
341,
342,41.10722190559658
343,36.87111803090305
344,39.544349203910535
345,32.01430598651727
346,30.82383905739154
347,33.19407947081109
348,34.41339929804536
349,33.65805679037136
350,32.53788723622552
351,
352,31.463991771973472
353,34.441016747192705
354,
355,31.093967844345958
356,30.627256088215837
357,
358,
359,30.22301014117665
360,31.373110230080684
361,28.395502274489274
362,30.323540297795354
363,30.139509883970682
364,
365,37.49933672978436
366,
367,31.01649761724059
368,38.266835264184145
369,
370,35.715272145784276
371,
372,
373,37.64302446696053
374,35.40567713664208
375,
376,
377,
378,
379,39.05211016152515
380,45.64958237692301
381,41.77041109454887
382,38.78393124946742
383,37.36743394668814
384,38.37986507910105
385,
386,
387,44.247761753923
388,
389,43.510964390871266
390,46.79686629410554
391,43.510118646792755
392,42.22670066842696
393,42.268033357695195
394,43.05048520875414
395,44.605492084810024
396,41.45354567597351
397,45.975558712763394
398,44.338212627892645
399,39.13575952688539
400,45.60721327241385
401,44.82200471901227
402,42.02398139015809
403,
404,47.4834872706187
405,
406,43.79165954908117
407,40.36548044950422
408,43.37398113143909
409,38.96009595893003
410,
