,0
0,0.5820656716360821
1,
2,0.9286989026823783
3,-0.12211710413044681
4,-0.980934333165904
5,
6,0.8323535859283424
7,1.2379520659611332
8,
9,1.3822351262183823
10,-1.1505693750224462
11,
12,-0.2937610467004811
13,-0.9343444919294144
14,-0.1672801200770421
15,-0.004433218008191674
16,0.7652070956234197
17,
18,0.3255020245802662
19,0.834769367686125
20,-1.1159731829575847
21,-0.4474781501148077
22,1.4052549272522492
23,0.027121298981034866
24,-1.412105503373457
25,-2.481857031511061
26,1.0985634551380419
27,0.24664455194198093
28,0.2188894161428762
29,0.2567498681015497
30,-1.8143314702216509
31,-1.3089859569227273
32,1.4913532390102502
33,0.46329310119768496
34,-0.42060196140631106
35,
36,2.376509864277764
37,
38,0.3644611622600054
39,0.0596739096430032
40,-0.395908691551626
41,-1.0627326745721148
42,0.023984725563351884
43,-0.8438777160872716
44,-0.07052021155545594
45,0.6169309717141127
46,
47,
48,-0.3821569315626299
49,0.35841792008278694
50,-0.5534920043824699
51,0.36191852469820496
52,-0.4053279179757238
53,0.9188296975035433
54,-0.557397713896951
55,
56,0.8638145598281203
57,0.5686092291130579
58,
59,-2.3695259218194775
60,-0.6365037005974407
61,0.6702628523416135
62,0.09345177908704531
63,
64,0.2285212410007806
65,
66,-1.1370168742567996
67,-0.11978668921204544
68,-0.4578195167680134
69,-0.06186186533777328
70,0.07980824458749727
71,
72,2.015379533278617
73,1.9595942154476313
74,
75,-0.7140414447635006
76,-0.1412848878184985
77,0.8953485051647718
78,-0.8254627483173952
79,-0.450695318140197
80,-1.7196970161498957
81,
82,1.5824470750751183
83,-1.484891394176794
84,1.1071476213020242
85,1.38498438749584
86,-0.13103859664388667
87,1.7895829413235613
88,-0.6797803374749042
89,-0.6037078486198317
90,0.43824505746395453
91,
92,1.5350704805159445
93,0.235454513547095
94,-0.22161393436678276
95,
96,0.7549963262947277
97,-1.383021522176542
98,-0.23591779135313948
99,0.7830487691163183
100,
101,0.04026440678998455
102,0.6596189644980975
103,-0.7090498997208116
104,-1.9349320760056674
105,-0.91223018148005
106,0.9260769284553995
107,1.0010423905295815
108,0.27128610124997
109,-1.6027084789540815
110,-0.45400359459165274
111,0.8952641537407241
112,
113,
114,0.2995731865343831
115,
116,-0.04648596404881483
117,
118,
119,
120,1.4624797681663957
121,-0.8935811576205234
122,-0.25375817723748917
123,-0.8693626818671989
124,0.3533462643575208
125,
126,0.5740373856486501
127,0.8161592313859507
128,
129,-0.45657428007873146
130,0.5518689953490905
131,2.7321655077893925
132,
133,1.1624166417601896
134,0.5118662349419555
135,-0.21324505995828413
136,0.31962536244728906
137,0.6175139571225702
138,-1.6094147262242096
139,0.7908121870630173
140,0.10207568117533106
141,0.29696673091777087
142,-0.0827019438972341
143,1.6148160266331497
144,
145,0.39532082354077563
146,-0.44157390281459497
147,
148,-0.9831900933786413
149,-1.6413324469408346
150,-1.917046317200508
151,
152,-0.7883544748549891
153,
154,1.0069068797773628
155,0.42926816536658646
156,0.12407500684252395
157,-0.45945338704966054
158,
159,
160,-0.2938905752086446
161,-1.6249724840043431
162,-0.829566143823092
163,-0.540570005931615
164,
165,0.3651174603526045
166,-0.21576437365703197
167,0.5058689996853603
168,
169,2.2175487364615645
170,0.21918283753170056
171,-0.3293685859147376
172,0.25439112986487283
173,-0.6184135868672819
174,-0.04697004493169369
175,0.14187709248293476
176,
177,0.13686995621688497
178,-0.9194732201183166
179,-0.46237537022336667
180,
181,2.0943256036724622
182,
183,
184,2.038594421054652
185,-0.5461940995601138
186,0.3547711783037513
187,1.3412238452759444
188,-1.6384727807943442
189,-0.23354153558747848
190,1.1662007775169367
191,-1.0558624582546672
192,-0.10292003312357575
193,1.3759483073338845
194,-0.12545868639591334
195,-0.2990337368304663
196,-0.3125274633644468
197,-0.7734472302571399
198,-0.5584777445729533
199,-0.27885147630963397
200,
201,0.23976146305848167
202,-0.18499740228501432
203,1.2297360349762703
204,0.570237844958236
205,
206,-0.7843479415604522
207,-0.3513075832403869
208,
209,-0.08881940401656549
210,1.1235766187862006
211,-1.126953390648679
212,2.2850669953389064
213,
214,0.4698932602177557
215,1.4209725820408934
216,0.21101688591611667
217,-0.8030331771042872
218,
219,
220,
221,
222,
223,-0.3139521942246959
224,
225,
226,-0.13437824506458132
227,
228,1.3152453273603548
229,0.44193006884361236
230,-0.2986817876491072
231,
232,0.7229039082255827
233,
234,-0.810107373755703
235,1.2321149100829327
236,-1.1953664402621584
237,-0.2793053205441741
238,-0.6436877277256217
239,0.573086846450621
240,-0.5176295308516735
241,-0.960337777780292
242,0.7114940377599982
243,0.29586315184939244
244,-1.5660952703984
245,
246,-0.39909475012858303
247,-0.5085990690297761
248,1.4505810771043814
249,
250,3.379749031087349
251,0.9005599202376806
252,-0.2730120591113908
253,-0.5384333869655066
254,0.9128390291078738
255,0.8798178193549108
256,1.9791419982619864
257,1.9780954196289702
258,0.6963173409012176
259,-0.1302409573961101
260,-0.6373539601206918
261,1.191120766081864
262,-0.8161839177279683
263,0.468598408320379
264,
265,0.4567987002214459
266,-0.2335066034658447
267,-2.140379596183755
268,-0.8690867390829654
269,0.04596671998125493
270,1.7783762550878737
271,
272,
273,
274,0.4675903866010052
275,-0.15033238274147945
276,
277,-1.527941413161528
278,
279,0.9052758824631034
280,-1.2384075092041018
281,0.9231246451665736
282,
283,
284,
285,-3.6510822289102434
286,-1.2892209313779566
287,0.5340566212476976
288,1.5948322247941327
289,0.7994206697211891
290,-0.03309036314648802
291,0.022600933427086772
292,1.041198878722839
293,-1.1651168850681575
294,0.557950200622021
295,0.10254316019477205
296,
297,-0.6207389975502554
298,1.6456115351723728
299,0.6906070702665933
300,0.3987884248833024
301,1.524277700791692
302,1.9694305603793987
303,-0.6066800438425973
304,
305,0.12072583461189274
306,
307,1.916211585999278
308,0.8921036244085966
309,-0.5268311501258736
310,1.8540172876071117
311,1.1675375505316845
312,
313,-1.1142371821150638
314,
315,-0.04797383624125449
316,0.8144871467562068
317,-0.08275502495400548
318,-2.0273023243543054
319,-1.5388172683497419
320,-1.3579296904069766
321,1.0657672984588258
322,1.8681179729882966
323,-0.6636962722847164
324,2.008244570857879
325,
326,2.227171440979713
327,-0.42580805032344315
328,-0.9059844508101134
329,-1.5205014830556407
330,-0.8108233489655724
331,-0.38351997805478827
332,1.384862422839152
333,-0.0337368592727107
334,1.1121109218561462
335,0.3546811358336019
336,-1.25082930141964
337,-1.5533799975124205
338,
339,
340,-0.4160416104122223
341,-0.3274878428685392
342,-1.4492407928739721
343,-0.6378225061547088
344,-1.0378407563255807
345,-0.7485435809986689
346,0.38500303198397573
347,1.3556213781398099
348,-1.9060492973419494
349,
350,0.46861715716961394
351,-0.05703355492507554
352,-0.6222514912597689
353,-0.15173770124038202
354,0.02891354854716105
355,1.6078279009032188
356,
357,-2.8591831965664642
358,-2.5787816905738628
359,-2.0305763321846144
360,-1.0950225820765809
361,0.20177375080406
362,-0.9844406423129354
363,-1.6141450097040926
364,-1.9359665539096016
365,
366,-0.23273507664833198
367,0.16830983709997033
368,-2.280359339519725
369,
370,-0.19752342269634682
371,-0.47535109566443096
372,-1.491371356042496
373,-1.3671057054410969
374,1.6638702734927344
375,
376,1.1193910192582233
377,0.38859216762113363
378,0.934126427354613
379,-0.08098104685363826
380,
381,0.5317494625890036
382,-1.6750798344652715
383,-0.20345323364406212
384,0.09085070693701892
385,-0.49744930137322774
386,1.3697341578272655
387,-0.8717790287687055
388,
389,
390,-0.7693797465197453
391,
392,-1.0419281091664618
393,
394,
395,0.07864424505475172
396,0.8236996031643813
397,1.5486754482593081
398,
399,1.043519812289838
400,1.7863913700330698
401,-1.3855931627149132
402,
403,
404,
405,0.10482221903275178
406,1.3936463163260038
407,-0.29162721870458436
408,0.4947602870564176
409,-0.4030706857470198
410,
411,-0.9897666195276472
412,-0.3164035705769716
413,-0.3235546311498398
414,-0.147952136712188
415,1.134439188408685
416,-0.3636141266082659
417,-0.9306025491290923
418,
419,1.0587692713158565
420,-0.3799346920062908
421,-0.42783192740200554
422,0.5268318776644073
423,-0.20697697383331456
424,0.5884542430311344
425,-0.6938927591976264
426,0.24715358674777635
427,-1.9399802413998302
428,0.9961032891215957
429,1.0832900426352128
430,1.649265608159599
431,1.215319592405907
432,-0.42501502699558874
433,-0.2380594654144286
434,-1.8241869713028365
435,-0.8402741128190804
436,
437,-0.4285515852312795
438,1.6942361007489826
439,0.2720918446906782
440,
441,-1.6518593953610807
442,0.5954407690091013
443,1.3985159531604148
444,-0.4565937211695624
445,-0.5562462084259691
446,0.3053771814767386
447,-0.4966980218217515
448,-1.2846789633002387
449,-1.4257776771655695
450,-0.5453162758346974
451,-1.7999648358928109
452,-0.9335026257784576
453,
454,1.3264088289142437
455,
456,
457,2.2463908709662244
458,-0.3037036038982091
459,1.384285875562397
460,
461,-0.24642242599594805
462,
463,
464,0.8491059503772226
465,3.1758196390805646
466,-0.5085428924985571
467,1.7262262786670968
468,1.1878618236185778
469,
470,-0.9729660361720439
471,-0.15878695641299137
472,-1.5889457199583825
473,0.2590819817607903
474,1.5224546459532793
475,
476,0.4803783355377461
477,
478,0.31086336788331026
479,0.2673587937926664
480,-2.2808088702399725
481,-0.03211771694417407
482,-0.14955037368323335
483,0.23385465280457907
484,-2.5455268856805024
485,0.20326269779643683
486,-0.38598702443666105
487,-0.5996465825820859
488,1.5179592959709942
489,-0.37144183406529585
490,-0.05803090780303448
491,-0.5341979759350974
492,0.6970992203330638
493,
494,1.2417643957958442
495,1.4632736119489647
496,0.4680302242942701
497,0.7575699764560032
498,
499,0.7305507339882191
500,
501,1.0214164352957322
502,-1.1989387132157625
503,0.958616322022794
504,-1.5590025753179058
505,
506,-1.4041658710563996
507,-1.2676991502066843
508,-0.27580062065553757
509,-0.02444307632492556
510,0.36491915863790253
511,1.9184237446892014
512,-1.3635737835026867
513,1.4970744700621368
514,0.15058088023267124
515,
516,0.3260572138435693
517,
518,0.25335654300563626
519,-0.3202921740528826
520,-0.648756521951524
521,-0.3977914463770693
522,-0.936443394609381
523,0.05717605774829414
524,0.43276982247346635
525,-0.8432550470956673
526,0.27638046667470423
527,
528,-0.8365640392691385
529,
530,0.6086067743037816
531,0.49392668262056494
532,
533,
534,-0.6136182954566936
535,-1.8928914419089637
536,1.7772205721864274
537,0.37074490038090396
538,
539,-1.3200075005712029
540,
541,0.7149858607519469
542,-0.3172797480182612
543,
544,-0.7974798648369092
545,
546,-1.3671569850493446
547,1.6267370933598646
548,
549,0.5738776260914479
550,1.6630431989109284
551,1.6287339923480397
552,-0.48875579574799216
553,
554,-2.359437261203341
555,-0.45633057707585284
556,
557,
558,-1.0015471350160818
559,
560,-0.15538074988479564
561,
562,0.7477726756358458
563,0.9868432091637143
564,-1.4162217285389234
565,
566,1.2439632135018739
567,-0.12401406208303559
568,0.8097922396913059
569,-0.5408672365336114
570,-0.2729846315360767
571,-0.3335584634246348
572,0.33008430049116017
573,0.6720727531241225
574,0.06938703051644787
575,1.0258146073856615
576,0.5210420901549967
577,2.744975469955312
578,-0.09932756348521508
579,-0.21468472284446602
580,0.9446965171191383
581,1.3967840846190296
582,0.09531258423196275
583,-0.39156958336947395
584,1.0918077966416477
585,0.015158934903087945
586,
587,0.1944363440572343
588,0.3668803633707128
589,-0.807761116871079
590,-0.4474366041379597
591,0.23488600451269412
592,
593,-1.6815555141182972
594,2.1321451928858806
595,-0.8628660187285693
596,-0.017670587178365085
597,0.8334057635815713
598,-1.766867260187574
599,2.0669558433370088
600,-1.0504764217747213
601,-0.5478559840795952
602,-0.2256908533974327
603,0.2761751842512556
604,
605,0.9094759416921772
606,0.49749668153165016
607,0.41793159819527004
608,-0.3018061690082604
609,
610,1.8430571035445475
611,-1.2379942436848388
612,-0.5216648333662416
613,0.5729016690598262
614,
615,-0.3378895462090164
616,0.1813014443610022
617,
618,-1.159481557108581
619,0.6256451483698126
620,0.09320491385373761
621,0.389176633937658
622,-0.7213974542930336
623,-0.9558988212378978
624,-1.0135965057938847
625,1.0115795799693963
626,
627,-0.035933927750266055
628,-0.7780831059720235
629,
630,-1.2552571016090877
631,0.7870605643980575
632,-0.10923356686329971
633,-2.4188679872572987
634,0.4117565829204585
635,
636,0.3402284202315061
637,0.3874681091499848
638,0.7051762199648987
639,
640,
641,-0.6005052215234761
642,-1.5316492115328921
643,-1.4201189743460365
644,-0.7262062960208596
645,-0.16862899543645418
646,
647,-2.218114050540758
648,
649,
650,-0.8944702407892976
651,-0.01786288840128552
652,-1.5013830157703139
653,
654,-1.628879042174941
655,1.6429465383588038
656,-0.5679256460077486
657,
658,-0.6415593944969896
659,0.4258374060859812
660,-1.7310980148191557
661,-0.8343532744053453
662,-0.5312797472280099
663,1.2547636758491585
664,0.29514717906503435
665,0.4468157753448479
666,-0.3316726173799945
667,-0.2452695744146209
668,0.8717385449876741
669,0.2684084597620818
670,0.1986374548158042
671,0.7256106058963916
672,
673,-0.25416915145421026
674,
675,-0.94995401265705
676,-1.871906633769387
677,0.1765201654392875
678,-0.6832658384817566
679,-0.9436639376410604
680,-0.52128100413682
681,-0.9173107704142013
682,-0.16451505024183913
683,1.6640373314266308
684,-1.146030957280241
685,-1.12111816419732
686,-2.094756577082658
